05-07-2009 3969533 6574 0.00165611
12-07-2009 5757016 9817 0.00170522
19-07-2009 6993145 11910 0.0017031
26-07-2009 7091749 11285 0.00159129
02-08-2009 7143719 11082 0.00155129
09-08-2009 7443064 11833 0.0015898
16-08-2009 7348510 12055 0.00164047
23-08-2009 7559502 12214 0.00161571
30-08-2009 7677443 12403 0.00161551
06-09-2009 7868483 12019 0.00152749
13-09-2009 7756878 11616 0.00149751
20-09-2009 8064916 12056 0.00149487
27-09-2009 8477762 12607 0.00148707
04-10-2009 8901322 13656 0.00153415
11-10-2009 9185971 12793 0.00139267
18-10-2009 7406913 11568 0.00156178
25-10-2009 8116942 12860 0.00158434
01-11-2009 8624558 13500 0.0015653
08-11-2009 9252469 16468 0.00177985
15-11-2009 9315738 16393 0.00175971
22-11-2009 8313462 16455 0.00197932
29-11-2009 8596943 16540 0.00192394
06-12-2009 8779059 16771 0.00191034
13-12-2009 8882695 16438 0.00185056
20-12-2009 8704416 17007 0.00195384
27-12-2009 8702662 17580 0.00202007
03-01-2010 9218994 19198 0.00208244
10-01-2010 9001365 20349 0.00226066
17-01-2010 8820709 18772 0.00212817
24-01-2010 8949355 18753 0.00209546
31-01-2010 9209680 18525 0.00201147
07-02-2010 9207991 22946 0.00249197
14-02-2010 9032483 23006 0.00254703
21-02-2010 8828690 22324 0.00252857
28-02-2010 9276675 23543 0.00253787
07-03-2010 9424747 23361 0.00247869
14-03-2010 9646519 23917 0.00247934
21-03-2010 9514959 24530 0.00257805
28-03-2010 9941217 25135 0.00252836
04-04-2010 9890917 25031 0.00253071
11-04-2010 9959076 26153 0.00262605
18-04-2010 9422520 25444 0.00270034
25-04-2010 8640613 24160 0.0027961
02-05-2010 8510544 23879 0.00280581
09-05-2010 9272327 23445 0.00252849
16-05-2010 8339131 23193 0.00278123
23-05-2010 8360601 24289 0.00290517
30-05-2010 8521365 25520 0.00299483
06-06-2010 9089084 28444 0.00312947
13-06-2010 8563964 25614 0.0029909
20-06-2010 8012557 24421 0.00304784
27-06-2010 8223750 24633 0.00299535
05-07-2010 8721715 26596 0.0030494
12-07-2010 5332788 16464 0.00308732
19-07-2010 7528523 23582 0.00313235
26-07-2010 7878883 23050 0.00292554
02-08-2010 8065776 23284 0.00288677
14-08-2010 6563271 18151 0.00276554
21-08-2010 7292753 20197 0.00276946
28-08-2010 7380354 21585 0.00292466
04-09-2010 7810289 22774 0.0029159
11-09-2010 8051993 22394 0.00278117
18-09-2010 7927240 21892 0.00276162
25-09-2010 8637714 23869 0.00276335
02-10-2010 8743754 23764 0.00271783
09-10-2010 8598825 23509 0.00273398
16-10-2010 8704205 23134 0.0026578
23-10-2010 8373944 23644 0.00282352
30-10-2010 8592702 24903 0.00289816
06-11-2010 9722042 24884 0.00255954
13-11-2010 11123175 29720 0.0026719
20-11-2010 10621315 28189 0.002654
27-11-2010 8880879 25172 0.0028344
04-12-2010 9535974 30335 0.00318111
11-12-2010 9841927 31705 0.00322142
18-12-2010 9421574 29639 0.00314587
25-12-2010 9601478 30439 0.00317024
01-01-2011 9800773 32149 0.00328025
08-01-2011 9602103 33949 0.00353558
15-01-2011 9426241 33343 0.00353725
22-01-2011 9421689 30229 0.00320845
29-01-2011 9523621 31127 0.0032684
05-02-2011 9330723 31952 0.00342439
12-02-2011 9348314 33046 0.00353497
19-02-2011 9571375 31457 0.00328657
26-02-2011 9882442 34053 0.00344581
05-03-2011 9360293 31770 0.00339412
12-03-2011 9110047 33344 0.00366013
19-03-2011 9467600 35711 0.00377192
26-03-2011 9374959 36016 0.00384172
02-04-2011 7995638 30770 0.00384835
09-04-2011 9588107 39455 0.00411499
16-04-2011 9605082 36743 0.00382537
23-04-2011 9713356 41230 0.00424467
30-04-2011 9480041 41977 0.00442793
07-05-2011 9847612 48144 0.0048889
14-05-2011 9559549 43344 0.00453411
21-05-2011 9365067 43618 0.00465752
28-05-2011 9043985 42075 0.00465226
04-06-2011 9056031 40057 0.00442324
11-06-2011 8959035 39277 0.00438407
18-06-2011 8613557 39601 0.00459752
25-06-2011 8605493 42488 0.00493731
02-07-2011 8159555 37373 0.00458027
09-07-2011 7968155 36810 0.00461964
16-07-2011 7790957 36540 0.00469005
23-07-2011 8192345 37392 0.00456426
30-07-2011 8767881 40384 0.0046059
06-08-2011 8740155 40564 0.00464111
13-08-2011 8346359 38302 0.00458907
20-08-2011 8340457 41187 0.00493822
27-08-2011 8597558 41061 0.00477589
03-09-2011 8922018 40285 0.00451523
10-09-2011 8967206 42109 0.00469589
17-09-2011 8494061 40177 0.00473001
24-09-2011 8750177 41184 0.00470665
01-10-2011 8989733 42446 0.00472161
08-10-2011 9092907 43019 0.00473105
15-10-2011 9705451 49474 0.00509755
22-10-2011 9202988 40991 0.0044541
29-10-2011 9326661 38600 0.00413867
05-11-2011 9988978 41676 0.0041722
12-11-2011 9811172 42760 0.0043583
19-11-2011 9950008 40570 0.00407738
26-11-2011 9347475 39802 0.00425805
03-12-2011 9506696 44287 0.00465851
10-12-2011 9718818 44535 0.00458235
17-12-2011 9416911 48120 0.00510996
24-12-2011 9437223 42340 0.00448649
31-12-2011 9833789 45587 0.00463575
07-01-2012 9700446 44649 0.00460278
14-01-2012 9529979 45019 0.00472393
21-01-2012 9387122 42970 0.00457755
28-01-2012 9478573 41845 0.00441469
04-02-2012 10239009 45828 0.00447582
11-02-2012 9262875 41581 0.004489
18-02-2012 9689350 38877 0.00401234
